"文章牛肉湯","台南市","安平區","708台南市安平區安平路590號","22.998864","120.169679"
"王氏魚皮店","台南市","安平區","708台南市安平區安平路618號","22.999127","120.168869"
"周氏蝦捲","台南市","安平區","708台南市安平區安平路408-1號","22.998107","120.174599"
"陳氏蝦捲","台南市","安平區","708台南市安平區安平路786號","23.000292","120.161686"
"同記安平豆花","台南市","安平區","708台南市安平區安北路433號","22.999969","120.153358"
